Date,BTC High,Positive,#Pos/#Neg,"BTC High / $10,000",Date Import,Negative w/0,Negative,Positive w/0,Positive
3/20/2022,42241.16406,2406,4.773809524,4.224116406,3/20/2022,504,504,2406,2406
3/21/2022,41454.41016,3625,4.653401797,4.145441016,3/21/2022,779,779,3625,3625
3/22/2022,43124.70703,7,1.4,4.312470703,3/22/2022,5,5,7,7
3/23/2022,42893.50781,3346,4.71932299,4.289350781,3/23/2022,709,709,3346,3346
3/24/2022,44131.85547,6531,4.175831202,4.413185547,3/24/2022,1564,1564,6531,6531
3/25/2022,44999.49219,6531,4.175831202,4.499949219,3/25/2022,0,1564,0,6531
3/26/2022,44735.99609,6531,4.175831202,4.473599609,3/26/2022,0,1564,0,6531
3/27/2022,46827.54688,6531,4.175831202,4.682754688,3/27/2022,0,1564,0,6531
3/28/2022,48086.83594,6531,4.175831202,4.808683594,3/28/2022,0,1564,0,6531
3/29/2022,48022.28906,6531,4.175831202,4.802228906,3/29/2022,0,1564,0,6531
3/30/2022,47655.14844,6531,4.175831202,4.765514844,3/30/2022,0,1564,0,6531
3/31/2022,47512.02734,6531,4.175831202,4.751202734,3/31/2022,0,1564,0,6531
4/1/2022,46616.24219,6531,4.175831202,4.661624219,4/1/2022,0,1564,0,6531
4/2/2022,47028.28125,6531,4.175831202,4.702828125,4/2/2022,0,1564,0,6531
4/3/2022,47313.47656,6531,4.175831202,4.731347656,4/3/2022,0,1564,0,6531
4/4/2022,46791.08984,6531,4.175831202,4.679108984,4/4/2022,0,1564,0,6531
4/5/2022,47106.14063,6531,4.175831202,4.710614063,4/5/2022,0,1564,0,6531
4/6/2022,45544.35547,6531,4.175831202,4.554435547,4/6/2022,0,1564,0,6531
4/7/2022,43860.69922,6531,4.175831202,4.386069922,4/7/2022,0,1564,0,6531
4/8/2022,43903.01953,6531,4.175831202,4.390301953,4/8/2022,0,1564,0,6531
4/9/2022,42786.81641,6531,4.175831202,4.278681641,4/9/2022,0,1564,0,6531
4/10/2022,43376.37891,6531,4.175831202,4.337637891,4/10/2022,0,1564,0,6531
4/11/2022,42424.58984,6531,4.175831202,4.242458984,4/11/2022,0,1564,0,6531
4/12/2022,40617.58594,6531,4.175831202,4.061758594,4/12/2022,0,1564,0,6531
4/13/2022,41430.05469,2274,3.655948553,4.143005469,4/13/2022,622,622,2274,2274
4/14/2022,41451.48047,3414,3.801781737,4.145148047,4/14/2022,898,898,3414,3414
4/15/2022,40617.72266,5169,5.052785924,4.061772266,4/15/2022,1023,1023,5169,5169
4/16/2022,40633.67969,5658,5.715151515,4.063367969,4/16/2022,990,990,5658,5658
4/17/2022,40570.72656,1022,3.050746269,4.057072656,4/17/2022,335,335,1022,1022
4/18/2022,40986.32031,6576,4.007312614,4.098632031,4/18/2022,1641,1641,6576,6576
4/19/2022,41672.96094,6841,4.249068323,4.167296094,4/19/2022,1610,1610,6841,6841
4/20/2022,42126.30078,1325,4.064417178,4.212630078,4/20/2022,326,326,1325,1325
4/21/2022,42893.58203,3499,3.29472693,4.289358203,4/21/2022,1062,1062,3499,3499
4/22/2022,40777.75781,5178,4.0453125,4.077775781,4/22/2022,1280,1280,5178,5178
4/23/2022,39935.85938,5178,4.0453125,3.993585938,4/23/2022,0,1280,0,5178
4/24/2022,39845.92578,5178,4.0453125,3.984592578,4/24/2022,0,1280,0,5178
4/25/2022,40491.75391,5178,4.0453125,4.049175391,4/25/2022,0,1280,0,5178
4/26/2022,40713.89063,5178,4.0453125,4.071389063,4/26/2022,0,1280,0,5178
4/27/2022,39397.91797,224,2.545454545,3.939791797,4/27/2022,88,88,224,224
4/28/2022,40269.46484,2950,3.359908884,4.026946484,4/28/2022,878,878,2950,2950
4/29/2022,39887.26953,2609,3.147165259,3.988726953,4/29/2022,829,829,2609,2609
4/30/2022,38771.21094,4452,3.769686706,3.877121094,4/30/2022,1181,1181,4452,4452
5/1/2022,38627.85938,5662,4.07925072,3.862785938,5/1/2022,1388,1388,5662,5662
5/2/2022,39074.97266,4376,3.563517915,3.907497266,5/2/2022,1228,1228,4376,4376
5/3/2022,38629.99609,4376,3.563517915,3.862999609,5/3/2022,0,1228,0,4376
5/4/2022,39902.94922,4376,3.563517915,3.990294922,5/4/2022,0,1228,0,4376
5/5/2022,39789.28125,4376,3.563517915,3.978928125,5/5/2022,0,1228,0,4376
5/6/2022,36624.35938,4376,3.563517915,3.662435938,5/6/2022,0,1228,0,4376
5/7/2022,36129.92578,4376,3.563517915,3.612992578,5/7/2022,0,1228,0,4376
5/8/2022,35502.94141,4376,3.563517915,3.550294141,5/8/2022,0,1228,0,4376
5/9/2022,34222.07422,4376,3.563517915,3.422207422,5/9/2022,0,1228,0,4376
5/10/2022,32596.30859,1584,3.034482759,3.259630859,5/10/2022,522,522,1584,1584
5/11/2022,32013.40234,1949,2.032325339,3.201340234,5/11/2022,959,959,1949,1949
5/12/2022,30032.43945,4557,1.984756098,3.003243945,5/12/2022,2296,2296,4557,4557
5/13/2022,30924.80273,4543,2.639744335,3.092480273,5/13/2022,1721,1721,4543,4543
5/14/2022,30192.80273,4543,2.639744335,3.019280273,5/14/2022,0,1721,0,4543
5/15/2022,31308.19141,4543,2.639744335,3.130819141,5/15/2022,0,1721,0,4543
5/16/2022,31305.3418,4543,2.639744335,3.13053418,5/16/2022,0,1721,0,4543
5/17/2022,30694.49023,4543,2.639744335,3.069449023,5/17/2022,0,1721,0,4543
5/18/2022,30618.7168,4543,2.639744335,3.06187168,5/18/2022,0,1721,0,4543
5/19/2022,30430.75195,4543,2.639744335,3.043075195,5/19/2022,0,1721,0,4543
5/20/2022,30664.97656,4543,2.639744335,3.066497656,5/20/2022,0,1721,0,4543
5/21/2022,29588.86914,4543,2.639744335,2.958886914,5/21/2022,0,1721,0,4543
5/22/2022,30425.86133,2236,3.909090909,3.042586133,5/22/2022,572,572,2236,2236
5/23/2022,30590.58594,567,3.296511628,3.059058594,5/23/2022,172,172,567,567
5/24/2022,29774.35547,2124,3.064935065,2.977435547,5/24/2022,693,693,2124,2124
5/25/2022,30157.78516,1433,2.39632107,3.015778516,5/25/2022,598,598,1433,1433
5/26/2022,29834.16016,2086,1.8625,2.983416016,5/26/2022,1120,1120,2086,2086
5/27/2022,29346.94336,1390,2.447183099,2.934694336,5/27/2022,568,568,1390,1390
5/28/2022,28814.90039,527,2.927777778,2.881490039,5/28/2022,180,180,527,527
5/29/2022,29498.00977,1852,3.330935252,2.949800977,5/29/2022,556,556,1852,1852
5/30/2022,31949.63086,2144,2.936986301,3.194963086,5/30/2022,730,730,2144,2144
5/31/2022,32249.86328,2246,2.898064516,3.224986328,5/31/2022,775,775,2246,2246
6/1/2022,31957.28516,2543,2.608205128,3.195728516,6/1/2022,975,975,2543,2543
6/2/2022,30604.73438,1174,2.94235589,3.060473438,6/2/2022,399,399,1174,1174
6/3/2022,30633.03516,3144,2.655405405,3.063303516,6/3/2022,1184,1184,3144,3144
6/4/2022,29930.56445,769,3.300429185,2.993056445,6/4/2022,233,233,769,769
6/5/2022,30117.74414,769,3.300429185,3.011774414,6/5/2022,0,233,0,769
6/6/2022,31693.29102,769,3.300429185,3.169329102,6/6/2022,0,233,0,769
6/7/2022,31489.68359,769,3.300429185,3.148968359,6/7/2022,0,233,0,769
6/8/2022,31253.69141,769,3.300429185,3.125369141,6/8/2022,0,233,0,769
6/9/2022,30609.31055,769,3.300429185,3.060931055,6/9/2022,0,233,0,769
6/10/2022,30245.80859,769,3.300429185,3.024580859,6/10/2022,0,233,0,769
6/11/2022,29401.91602,769,3.300429185,2.940191602,6/11/2022,0,233,0,769
6/12/2022,28502.68555,769,3.300429185,2.850268555,6/12/2022,0,233,0,769
6/13/2022,26795.58984,769,3.300429185,2.679558984,6/13/2022,0,233,0,769
6/14/2022,23018.95117,1708,1.651837524,2.301895117,6/14/2022,1034,1034,1708,1708
6/15/2022,22642.67188,5515,1.776739691,2.264267188,6/15/2022,3104,3104,5515,5515
6/16/2022,22868.92188,5515,1.776739691,2.286892188,6/16/2022,0,3104,0,5515
6/17/2022,21243.3125,1749,1.699708455,2.12433125,6/17/2022,1029,1029,1749,1749
6/18/2022,20736.04102,2926,1.529534762,2.073604102,6/18/2022,1913,1913,2926,2926
6/19/2022,20683.82227,1456,1.850063532,2.068382227,6/19/2022,787,787,1456,1456
6/20/2022,20913.32227,1456,1.850063532,2.091332227,6/20/2022,0,787,0,1456
6/21/2022,21620.62891,1456,1.850063532,2.162062891,6/21/2022,0,787,0,1456
6/22/2022,20835.75,1456,1.850063532,2.083575,6/22/2022,0,787,0,1456
6/23/2022,21135.76172,2993,2.536440678,2.113576172,6/23/2022,1180,1180,2993,2993
6/24/2022,21472.91797,588,2.342629482,2.147291797,6/24/2022,251,251,588,588
6/25/2022,21520.91406,2656,2.637537239,2.152091406,6/25/2022,1007,1007,2656,2656
6/26/2022,21783.72461,3431,2.830858086,2.178372461,6/26/2022,1212,1212,3431,3431
6/27/2022,21478.08984,3431,2.830858086,2.147808984,6/27/2022,0,1212,0,3431
6/28/2022,21164.42383,965,2.093275488,2.116442383,6/28/2022,461,461,965,965
6/29/2022,20364.15625,3865,2.346690953,2.036415625,6/29/2022,1647,1647,3865,3865
6/30/2022,20141.16016,3865,2.346690953,2.014116016,6/30/2022,0,1647,0,3865
7/1/2022,20632.67188,3865,2.346690953,2.063267188,7/1/2022,0,1647,0,3865
7/2/2022,19371.74805,836,2.786666667,1.937174805,7/2/2022,300,300,836,836
7/3/2022,19558.26953,1519,2.966796875,1.955826953,7/3/2022,512,512,1519,1519
7/4/2022,20258.74805,1519,2.966796875,2.025874805,7/4/2022,0,512,0,1519
7/5/2022,20635.4668,1519,2.966796875,2.06354668,7/5/2022,0,512,0,1519
7/6/2022,20595.5293,1519,2.966796875,2.05955293,7/6/2022,0,512,0,1519
7/7/2022,21771.81641,1519,2.966796875,2.177181641,7/7/2022,0,512,0,1519
7/8/2022,22314.94141,1519,2.966796875,2.231494141,7/8/2022,0,512,0,1519
7/9/2022,21877.13867,1519,2.966796875,2.187713867,7/9/2022,0,512,0,1519
7/10/2022,21591.08008,1519,2.966796875,2.159108008,7/10/2022,0,512,0,1519
7/11/2022,20856.35352,732,2.642599278,2.085635352,7/11/2022,277,277,732,732
7/12/2022,20043.44531,1976,2.266055046,2.004344531,7/12/2022,872,872,1976,1976
7/13/2022,20223.05273,3517,2.66641395,2.022305273,7/13/2022,1319,1319,3517,3517
7/14/2022,20789.89453,4094,3.110942249,2.078989453,7/14/2022,1316,1316,4094,4094
7/15/2022,21138.24414,3716,3.288495575,2.113824414,7/15/2022,1130,1130,3716,3716
7/16/2022,21514.4043,3348,3.437371663,2.15144043,7/16/2022,974,974,3348,3348
7/17/2022,21600.64063,1530,2.698412698,2.160064063,7/17/2022,567,567,1530,1530
7/18/2022,22633.0332,1530,2.698412698,2.26330332,7/18/2022,0,567,0,1530
7/19/2022,23666.96289,1530,2.698412698,2.366696289,7/19/2022,0,567,0,1530
7/20/2022,24196.81836,1530,2.698412698,2.419681836,7/20/2022,0,567,0,1530
7/21/2022,23388.32227,1530,2.698412698,2.338832227,7/21/2022,0,567,0,1530
7/22/2022,23671.92773,1530,2.698412698,2.367192773,7/22/2022,0,567,0,1530
7/23/2022,22977.21094,1530,2.698412698,2.297721094,7/23/2022,0,567,0,1530
7/24/2022,22974.00195,1530,2.698412698,2.297400195,7/24/2022,0,567,0,1530
7/25/2022,22649.12109,1530,2.698412698,2.264912109,7/25/2022,0,567,0,1530
7/26/2022,21361.12109,1530,2.698412698,2.136112109,7/26/2022,0,567,0,1530
7/27/2022,22986.5293,1530,2.698412698,2.29865293,7/27/2022,0,567,0,1530
7/28/2022,24110.4707,1530,2.698412698,2.41104707,7/28/2022,0,567,0,1530
7/29/2022,24294.78711,1530,2.698412698,2.429478711,7/29/2022,0,567,0,1530
7/30/2022,24572.58008,1530,2.698412698,2.457258008,7/30/2022,0,567,0,1530
7/31/2022,24121.64258,1530,2.698412698,2.412164258,7/31/2022,0,567,0,1530
8/1/2022,23464.78711,1530,2.698412698,2.346478711,8/1/2022,0,567,0,1530
8/2/2022,23415.04102,1530,2.698412698,2.341504102,8/2/2022,0,567,0,1530
8/3/2022,23578.65039,1530,2.698412698,2.357865039,8/3/2022,0,567,0,1530
8/4/2022,23198.00977,1530,2.698412698,2.319800977,8/4/2022,0,567,0,1530
8/5/2022,23422.82813,1530,2.698412698,2.342282813,8/5/2022,0,567,0,1530
8/6/2022,23326.5625,1530,2.698412698,2.33265625,8/6/2022,0,567,0,1530
8/7/2022,23359.00977,1530,2.698412698,2.335900977,8/7/2022,0,567,0,1530
8/8/2022,24203.68945,1530,2.698412698,2.420368945,8/8/2022,0,567,0,1530
8/9/2022,23898.61523,1530,2.698412698,2.389861523,8/9/2022,0,567,0,1530
8/10/2022,24127.41406,1530,2.698412698,2.412741406,8/10/2022,0,567,0,1530
8/11/2022,24822.62891,1530,2.698412698,2.482262891,8/11/2022,0,567,0,1530
8/12/2022,24412.56641,1530,2.698412698,2.441256641,8/12/2022,0,567,0,1530
8/13/2022,24860.05078,1530,2.698412698,2.486005078,8/13/2022,0,567,0,1530
8/14/2022,24974.91406,1530,2.698412698,2.497491406,8/14/2022,0,567,0,1530
8/15/2022,25135.58984,1530,2.698412698,2.513558984,8/15/2022,0,567,0,1530
8/16/2022,24228.41602,1530,2.698412698,2.422841602,8/16/2022,0,567,0,1530
8/17/2022,24407.05859,1530,2.698412698,2.440705859,8/17/2022,0,567,0,1530
8/18/2022,23563.83203,1530,2.698412698,2.356383203,8/18/2022,0,567,0,1530
8/19/2022,23213.3125,1530,2.698412698,2.32133125,8/19/2022,0,567,0,1530
8/20/2022,21350.80664,1530,2.698412698,2.135080664,8/20/2022,0,567,0,1530
8/21/2022,21668.8457,1530,2.698412698,2.16688457,8/21/2022,0,567,0,1530
8/22/2022,21531.46289,1530,2.698412698,2.153146289,8/22/2022,0,567,0,1530
8/23/2022,21646.20313,1530,2.698412698,2.164620313,8/23/2022,0,567,0,1530
8/24/2022,21783.07617,1530,2.698412698,2.178307617,8/24/2022,0,567,0,1530
8/25/2022,21789.63672,1530,2.698412698,2.178963672,8/25/2022,0,567,0,1530
8/26/2022,21804.9082,1530,2.698412698,2.18049082,8/26/2022,0,567,0,1530
8/27/2022,20340.77539,1530,2.698412698,2.034077539,8/27/2022,0,567,0,1530
8/28/2022,20139.05469,1530,2.698412698,2.013905469,8/28/2022,0,567,0,1530
8/29/2022,20357.46289,1530,2.698412698,2.035746289,8/29/2022,0,567,0,1530
8/30/2022,20542.64453,1609,3.237424547,2.054264453,8/30/2022,497,497,1609,1609
8/31/2022,20420.99023,3335,4.1223733,2.042099023,8/31/2022,809,809,3335,3335
9/1/2022,20198.39063,3386,3.950991832,2.019839063,9/1/2022,857,857,3386,3386
9/2/2022,20401.56836,3321,3.641447368,2.040156836,9/2/2022,912,912,3321,3321
9/3/2022,20037.00977,1740,4.405063291,2.003700977,9/3/2022,395,395,1740,1740
9/4/2022,19999.68945,720,3.673469388,1.999968945,9/4/2022,196,196,720,720
9/5/2022,20031.16016,720,3.673469388,2.003116016,9/5/2022,0,196,0,720
9/6/2022,20155.26953,720,3.673469388,2.015526953,9/6/2022,0,196,0,720
9/7/2022,19427.17188,720,3.673469388,1.942717188,9/7/2022,0,196,0,720
9/8/2022,19417.35156,720,3.673469388,1.941735156,9/8/2022,0,196,0,720
9/9/2022,21439.41016,720,3.673469388,2.143941016,9/9/2022,0,196,0,720
9/10/2022,21760.27539,720,3.673469388,2.176027539,9/10/2022,0,196,0,720
9/11/2022,21770.55273,1271,5.550218341,2.177055273,9/11/2022,229,229,1271,1271
9/12/2022,22439.18164,3447,4.715458276,2.243918164,9/12/2022,731,731,3447,3447
9/13/2022,22673.82031,3533,3.730728617,2.267382031,9/13/2022,947,947,3533,3533
9/14/2022,20467.20117,4056,3.25,2.046720117,9/14/2022,1248,1248,4056,4056
9/15/2022,20318.16602,4056,3.25,2.031816602,9/15/2022,0,1248,0,4056
9/16/2022,19870.62891,4056,3.25,1.987062891,9/16/2022,0,1248,0,4056
9/17/2022,20162.53125,4056,3.25,2.016253125,9/17/2022,0,1248,0,4056
9/18/2022,20127.23438,4056,3.25,2.012723438,9/18/2022,0,1248,0,4056
9/19/2022,19639.48047,4056,3.25,1.963948047,9/19/2022,0,1248,0,4056
9/20/2022,19602.45703,4056,3.25,1.960245703,9/20/2022,0,1248,0,4056
9/21/2022,19674.63086,4056,3.25,1.967463086,9/21/2022,0,1248,0,4056
9/22/2022,19456.91016,4056,3.25,1.945691016,9/22/2022,0,1248,0,4056
9/23/2022,19464.67188,4056,3.25,1.946467188,9/23/2022,0,1248,0,4056
9/24/2022,19310.19727,4056,3.25,1.931019727,9/24/2022,0,1248,0,4056
9/25/2022,19134.73242,4056,3.25,1.913473242,9/25/2022,0,1248,0,4056
9/26/2022,19274.87305,4056,3.25,1.927487305,9/26/2022,0,1248,0,4056
9/27/2022,20338.45508,4056,3.25,2.033845508,9/27/2022,0,1248,0,4056
9/28/2022,19688.34375,4056,3.25,1.968834375,9/28/2022,0,1248,0,4056
9/29/2022,19589.26563,4056,3.25,1.958926563,9/29/2022,0,1248,0,4056
9/30/2022,20109.84961,4056,3.25,2.010984961,9/30/2022,0,1248,0,4056
10/1/2022,19471.1543,4056,3.25,1.94711543,10/1/2022,0,1248,0,4056
10/2/2022,19370.30859,4056,3.25,1.937030859,10/2/2022,0,1248,0,4056
10/3/2022,19653.54297,4056,3.25,1.965354297,10/3/2022,0,1248,0,4056
10/4/2022,20380.34375,4056,3.25,2.038034375,10/4/2022,0,1248,0,4056
10/5/2022,20343.74805,4056,3.25,2.034374805,10/5/2022,0,1248,0,4056
10/6/2022,20408.39258,4056,3.25,2.040839258,10/6/2022,0,1248,0,4056
10/7/2022,20041.08594,4056,3.25,2.004108594,10/7/2022,0,1248,0,4056
10/8/2022,19601.69531,4056,3.25,1.960169531,10/8/2022,0,1248,0,4056
10/9/2022,19542.53906,1236,5.15,1.954253906,10/9/2022,240,240,1236,1236
10/10/2022,19515.4668,3222,4.141388175,1.95154668,10/10/2022,778,778,3222,3222
10/11/2022,19241.96094,3024,3.440273038,1.924196094,10/11/2022,879,879,3024,3024
10/12/2022,19203.19922,3273,4.040740741,1.920319922,10/12/2022,810,810,3273,3273
10/13/2022,19453.32813,2087,3.415711948,1.945332813,10/13/2022,611,611,2087,2087
10/14/2022,19889.14648,1507,3.19279661,1.988914648,10/14/2022,472,472,1507,1507
10/15/2022,19212.54102,2961,3.786445013,1.921254102,10/15/2022,782,782,2961,2961
10/16/2022,19389.60352,2961,3.786445013,1.938960352,10/16/2022,0,782,0,2961
10/17/2022,19635.80273,2961,3.786445013,1.963580273,10/17/2022,0,782,0,2961
10/18/2022,19666.99414,2961,3.786445013,1.966699414,10/18/2022,0,782,0,2961
10/19/2022,19348.41602,2961,3.786445013,1.934841602,10/19/2022,0,782,0,2961
10/20/2022,19315.19922,2961,3.786445013,1.931519922,10/20/2022,0,782,0,2961
10/21/2022,19237.38477,2961,3.786445013,1.923738477,10/21/2022,0,782,0,2961
10/22/2022,19248.06836,2961,3.786445013,1.924806836,10/22/2022,0,782,0,2961
10/23/2022,19646.65234,2961,3.786445013,1.964665234,10/23/2022,0,782,0,2961
10/24/2022,19589.125,2961,3.786445013,1.9589125,10/24/2022,0,782,0,2961
10/25/2022,20348.41211,2961,3.786445013,2.034841211,10/25/2022,0,782,0,2961
10/26/2022,20938.13477,2961,3.786445013,2.093813477,10/26/2022,0,782,0,2961
10/27/2022,20854.04492,2961,3.786445013,2.085404492,10/27/2022,0,782,0,2961
10/28/2022,20724.98047,2961,3.786445013,2.072498047,10/28/2022,0,782,0,2961
10/29/2022,20988.39453,2961,3.786445013,2.098839453,10/29/2022,0,782,0,2961
10/30/2022,20917.00586,2961,3.786445013,2.091700586,10/30/2022,0,782,0,2961
10/31/2022,20795.32031,2961,3.786445013,2.079532031,10/31/2022,0,782,0,2961
11/1/2022,20647.28906,2961,3.786445013,2.064728906,11/1/2022,0,782,0,2961
11/2/2022,20742.81055,2961,3.786445013,2.074281055,11/2/2022,0,782,0,2961
11/3/2022,20382.0957,2961,3.786445013,2.03820957,11/3/2022,0,782,0,2961
11/4/2022,21209.56055,2961,3.786445013,2.120956055,11/4/2022,0,782,0,2961
11/5/2022,21446.88672,2961,3.786445013,2.144688672,11/5/2022,0,782,0,2961
11/6/2022,21345.37695,2961,3.786445013,2.134537695,11/6/2022,0,782,0,2961
11/7/2022,21053.24609,1760,3.060869565,2.105324609,11/7/2022,575,575,1760,1760
11/8/2022,20664.60742,1258,1.869242199,2.066460742,11/8/2022,673,673,1258,1258
11/9/2022,18590.45898,2557,2.043964828,1.859045898,11/9/2022,1251,1251,2557,2557
11/10/2022,18054.3125,1517,2.934235977,1.80543125,11/10/2022,517,517,1517,1517
11/11/2022,17650.94336,1908,2.260663507,1.765094336,11/11/2022,844,844,1908,1908
11/12/2022,17066.67578,1908,2.260663507,1.706667578,11/12/2022,0,844,0,1908
11/13/2022,16920.76563,648,2.145695364,1.692076563,11/13/2022,302,302,648,648
11/14/2022,17109.32422,1476,2.833013436,1.710932422,11/14/2022,521,521,1476,1476
11/15/2022,17051.96289,3502,3.016365202,1.705196289,11/15/2022,1161,1161,3502,3502
11/16/2022,16960.29492,3356,2.41612671,1.696029492,11/16/2022,1389,1389,3356,3356
11/17/2022,16726.43945,3356,2.41612671,1.672643945,11/17/2022,0,1389,0,3356
11/18/2022,16947.05859,3356,2.41612671,1.694705859,11/18/2022,0,1389,0,3356
11/19/2022,16797.87695,3356,2.41612671,1.679787695,11/19/2022,0,1389,0,3356
11/20/2022,16746.7793,548,1.964157706,1.67467793,11/20/2022,279,279,548,548
11/21/2022,16291.22363,2409,2.270499529,1.629122363,11/21/2022,1061,1061,2409,2409
11/22/2022,16253.04785,2409,2.270499529,1.625304785,11/22/2022,0,1061,0,2409
11/23/2022,16638.19336,2409,2.270499529,1.663819336,11/23/2022,0,1061,0,2409
11/24/2022,16771.47461,2409,2.270499529,1.677147461,11/24/2022,0,1061,0,2409
11/25/2022,16603.31641,2409,2.270499529,1.660331641,11/25/2022,0,1061,0,2409
11/26/2022,16666.86328,2409,2.270499529,1.666686328,11/26/2022,0,1061,0,2409
11/27/2022,16594.40625,2409,2.270499529,1.659440625,11/27/2022,0,1061,0,2409
11/28/2022,16482.93359,2409,2.270499529,1.648293359,11/28/2022,0,1061,0,2409
11/29/2022,16522.25781,2409,2.270499529,1.652225781,11/29/2022,0,1061,0,2409
11/30/2022,17190.9375,2409,2.270499529,1.71909375,11/30/2022,0,1061,0,2409
12/1/2022,17197.49805,2409,2.270499529,1.719749805,12/1/2022,0,1061,0,2409
12/2/2022,17088.66016,2409,2.270499529,1.708866016,12/2/2022,0,1061,0,2409
12/3/2022,17116.04102,2409,2.270499529,1.711604102,12/3/2022,0,1061,0,2409
12/4/2022,17157.76758,2409,2.270499529,1.715776758,12/4/2022,0,1061,0,2409
12/5/2022,17378.15234,2409,2.270499529,1.737815234,12/5/2022,0,1061,0,2409
12/6/2022,17091.86328,2409,2.270499529,1.709186328,12/6/2022,0,1061,0,2409
12/7/2022,17109.37695,2409,2.270499529,1.710937695,12/7/2022,0,1061,0,2409
12/8/2022,17267.91602,2409,2.270499529,1.726791602,12/8/2022,0,1061,0,2409
12/9/2022,17280.54688,2409,2.270499529,1.728054688,12/9/2022,0,1061,0,2409
12/10/2022,17216.82617,2409,2.270499529,1.721682617,12/10/2022,0,1061,0,2409
12/11/2022,17245.63477,2409,2.270499529,1.724563477,12/11/2022,0,1061,0,2409
12/12/2022,17212.56445,2409,2.270499529,1.721256445,12/12/2022,0,1061,0,2409
12/13/2022,17930.08594,2409,2.270499529,1.793008594,12/13/2022,0,1061,0,2409
12/14/2022,18318.53125,2409,2.270499529,1.831853125,12/14/2022,0,1061,0,2409
12/15/2022,17846.74414,2409,2.270499529,1.784674414,12/15/2022,0,1061,0,2409
12/16/2022,17505.52539,2409,2.270499529,1.750552539,12/16/2022,0,1061,0,2409
12/17/2022,16800.58984,2409,2.270499529,1.680058984,12/17/2022,0,1061,0,2409
12/18/2022,16815.38672,2409,2.270499529,1.681538672,12/18/2022,0,1061,0,2409
12/19/2022,16807.52734,2409,2.270499529,1.680752734,12/19/2022,0,1061,0,2409
12/20/2022,17012.98438,2409,2.270499529,1.701298438,12/20/2022,0,1061,0,2409
12/21/2022,16916.80078,2409,2.270499529,1.691680078,12/21/2022,0,1061,0,2409
12/22/2022,16866.67383,2409,2.270499529,1.686667383,12/22/2022,0,1061,0,2409
12/23/2022,16905.21875,2409,2.270499529,1.690521875,12/23/2022,0,1061,0,2409
12/24/2022,16864.70313,736,4.205714286,1.686470313,12/24/2022,175,175,736,736
12/25/2022,16860.55469,1879,3.228522337,1.686055469,12/25/2022,582,582,1879,1879
12/26/2022,16920.12305,67,3.722222222,1.692012305,12/26/2022,18,18,67,67
12/27/2022,16959.8457,2195,3.176555716,1.69598457,12/27/2022,691,691,2195,2195
12/28/2022,16768.16992,2195,3.176555716,1.676816992,12/28/2022,0,691,0,2195
12/29/2022,16651.75586,2195,3.176555716,1.665175586,12/29/2022,0,691,0,2195
12/30/2022,16643.42773,2195,3.176555716,1.664342773,12/30/2022,0,691,0,2195
12/31/2022,16628.98633,2195,3.176555716,1.662898633,12/31/2022,0,691,0,2195
1/1/2023,16630.43945,2195,3.176555716,1.663043945,1/1/2023,0,691,0,2195
1/2/2023,16759.34375,2195,3.176555716,1.675934375,1/2/2023,0,691,0,2195
1/3/2023,16760.44727,2195,3.176555716,1.676044727,1/3/2023,0,691,0,2195
1/4/2023,16964.58594,2195,3.176555716,1.696458594,1/4/2023,0,691,0,2195
1/5/2023,16884.02148,2195,3.176555716,1.688402148,1/5/2023,0,691,0,2195
1/6/2023,16991.99414,485,3.233333333,1.699199414,1/6/2023,150,150,485,485
1/7/2023,16975.01758,2602,3.564383562,1.697501758,1/7/2023,730,730,2602,2602
1/8/2023,17091.14453,491,3.188311688,1.709114453,1/8/2023,154,154,491,491
1/9/2023,17389.95703,3398,3.418511066,1.738995703,1/9/2023,994,994,3398,3398
